comment_text,Sub1_Toxic
"@EickhoffStephan @Tynca1 Alle wirklich Deutschen mit Nationalen Stolz , müssen sich zusammentun und Das Migrations Elend Beenden ,bevor es zu spät ist!",1
@BonkeKolja |LBR| Was wäre damals bloß bei adi mit dem passiert?,1
Statt #Entspannung ggü #Russland sorgt #GroKo für #Bundeswehr-Beteiligung an #NATO-Militärübung 'Eiserner Wolf' inLitauen.Verantwortungslos!,0
"Jo, jo, jo, Klaun, klaun, Äppel wüllt wi klaun, |LBR| ruck zuck övern Zaun, |LBR| Ein jeder aber kann dat nich, denn he mutt ut Hamborg sien.",0
@xlastdefence @mightybuyer @dieLinke @b_riexinger Ich kritisiere insbesondere das scheinheilige Verhalten aller Mitglieder des Bundestags.,1
"@oadiakosmos @Schnubb36 @3rd_stone_f_sun @Schockadin @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Zum Beispiel wurden etliche religiöse Kriege aufgezählt, die tatsächlich stattgefunden haben und nachweislich im Namen der Religionen geführt wurden. Sinngemäß war dein Gegenargument ""das waren keine Christen"". Schon fraglich wer hier Argumente liefert und wer nur Behauptungen.",0
"Wenn du nirgendwo hingehen kannst, ist Nirgendwo Heimat. @HumanFlowMovie - der neue &amp; tief bewegende Film von Ai Weiwei kommt ab dem 16.11. in ausgewählten Kinos. Anschauen lohnt sich! 🎬 #Filmtipp",0
"Petitionen helfen meist auch da nicht. trotzdem unterschreibe ich die immer, bei Tierquälerei.",0
@Verlierer50 |LBR| Und keiner wagt aufzumucken in der UNO usw.,0
@ZeichenTaten @ThomasMichael71 @mountainman1977 Der Kolonialismus ist beendet. Afrikas Misere ist hausgemacht. Und Unabhängigkeit garantiert keinen Wohlstand. Afrika ging es unter Kolonialismus vmtl besser als heute. Weil dort Grundlagen für Zivilisation gelegt worden sind.,1
ES WIRD SICH NIEMALS WAS ÄNDERN ;AUF DIESER wELT ;WENN NICHT DIE ELITÄREN AUSGELÖSCHT WERDEN !!! Die uns nur versklaven !!!,1
Wer war es denn jetzt? Und was war „es“ nochmal? 🤔 #tatort,0
"eine bodenlose #Heuchlerei und #Frechheit wie in der @aktuelleStunde über 12 Tote vor einem Jahr berichtet wird, wie viele Kinder sind in dieser Zeit verhungert? Wo bleibt dieser Bericht?",0
"@Schmidtlepp „Wir bedanken uns bei der Jury und unseren Eltern, vor allem aber natürlich unseren Intendanten …!“",0
@aktuelleStunde ich finde es gut wenn sich die Moslem selber abschlachten #WDR,1
"@vogelwart79 @lahnduscher Klar, denn was wir unbedingt brauchen ist noch mehr Dummschwätzerei an Hochschulen.",1
"@rspctfl @Achtpanther @Kischeph @Volker_Beck Und: Ich bedauere die Vertreibung der Palästinenser ebensowenig, wie ich die Vertreibung der Deutschen aus den Ostgebieten des Deutschen Reichs bedaure. Unschön, aber Kriege anzetteln und verlieren hat nun mal Konsequenzen.",0
"@DerDoktorant Y-Achse. Nach oben Zunahme, nach unten Abnahme.",0
@hwieduwilt Ich möchte in der Weise nicht mit Ihnen diskutieren.,0
"An Tagen wie heute fragt mann sich echt wer verblödeter ist, die Regierung oder die Verfassungsrichter!? #maischberger #DrittesGeschlecht",1
skrupellose erbärmliche Schmarotzer die bei #Pro7 ihr Geld mit krebskranken Patienten machen . dieser Sender ist einfach das Letzte,1
@KeirDullea2001 @KeineAFD2017 Warum haben die USA dann einen Mindestlohn?,0
"@MiRo_SPD Wäre endlich mal angebracht, wenn das Auswärtige Amt Filipinos nicht als Menschen 4. Klasse behandeln würde.",0
"@doctorpuppe @CroqiSunshine @KumaAndrea @UweWelzel @Strack_C @BILD Genau das ist das Problem in Dummdeutschland. Dreckigen und vergewaltigenden Sozialschmarotzern wird bis zum Hals in den Arsch gekrochen, obwohl nahezu keine echten Flüchtlinge dabei sind. Dreckige Heuchelei bei den abgefuckten Altparteien !!!",1
"@SWagenknecht @UlrichKhn2 Sahra, die aus der falschen Partei😘",0
"@RolandBauer11 @Caroline_Aus @LMU_Muenchen @BMFSFJ #JedeLiebe meint, dass auch #LSBTIQ ein Recht auf Familiengründung haben. 🌈",0
@Wittenberg_ |LBR| 0 Asylanten in Wittenberg und nicht anders.,1
die #Grünen werden sich verkaufen und danach gottseidank dadurch untergehen,1
Endlich Weltfrieden. |LBR| Wir bedanken uns bei der Frau von Posener. |LBR| #TwitternWiePosener,0
"@astroloop @CSU Daher meine Frage, da ich mit bayerischer Kommunalpolitik nicht vertraut bin.",0
"@MARKANTdjPOOL Sie verlgeicht nicht sich mit den Opfern, sondern weisst auf die Paralle zwischen dem Handeln der Altparteien und Görings hin. #Bundestag",1
@Neodeutscher @KonseqLiberal Ja. Und tschechische Kultur finde ich gut.,0
@tech12358 @NoHerrman Laßt doch verdammt noch mal das NS Regime aus dem Spiel. Es war damals viel besser für das Volk als ihr euch vorstelle,1
@strangelove666 @FfFrauki @Joerg_Meuthen Sogar künstl. Intelligenz erkennt dem Dämon Merker!,1
"@AkifPirincci @OFFICIAL_PEGIDA |LBR| Wie ist das , wenn ein Asylant an der Grenze behauptet er sei schwul. Bekommt der sofort Asyl?",0
"Hier müssen wir einen deutlichen Schlussstrich ziehen. Auch die Imame müssen sich an unsere Gesetze halten. Die Vergangenheit hat gezeigt, dass das keine bloßen |LBR| Hirngespinste sind. Deshalb müssen wir endlich handeln und dürfen nicht länger |LBR| tatenlos zusehen.",0
Bei der #UNISONO-Verlosung bis 30.Juni an @unoflucht spenden &amp; exklusive Preise gewinnen. Wie? ➡️ unisono-konzert.de | @NRuegenberg,0
"Das ist moderner Werwolf! Feind erkennen,benennen,ihn lächerlich machen!",0
@HLNbg mir ist die vollkommen egal.,0
"""@gerrie352: @WHetzler Die Raute des Todes."" |LBR| ALSO DIE VERBRECHERIN ANPRANGERN! |LBR| OHNE RÜCKSICHT!",0
und wieder ein 30-minütige Werbesendung für liksGrüne Propaganda #heuteshow,1
"@kjempeslu @connor_larkin Nirgendwo steht, dass man auf dumme Fragen von Unbekannten ohne Ende antworten muss.",0
@DerLiuhvan Wer hat das Schaubild erstellt? Die PKS ist mit Sicherheit nicht die Quelle. Behaupten kann man viel...,0
@DFakeNews Ist das eine Frau ???,0
@Joemino Jeder liebt sein Land sein Volk u nicht fremde Krimminelle. Rassist Na und?,1
@CDU @moguai Was für eine verlogene Scheisse !!! Die Bande aus der GroKo ist geil auf Macht und scheisst auf die wirklichen Nöte der eigenen Bürger !!!,1
@dittmar_katrin Was für ein beschissenes Jahr |LBR| KANNSTE LAUT SAGEN!,1
"@X_crossss @Bommel_rockt @FeePatzer Aha, Flirtsprüche sind also auch nicht akzeptabel.",0
@npdde |LBR| Wann traunen sich endlich Normalbürger NPD zu wählen? |LBR| Jetzt oder nie! Sonst ist D verloren.,0
"@RalfMertens14 @EnricoTokar Ich habe wegen der interessanten Übersicht und der Legende von der linken Meinungsdominanz retweetet. Welcher Partei der Absender zugehört oder wie er zur GroKo steht, ist mir da egal. Bin übrigens auch nur als second best-Lösung für die GroKo und nicht um jeden Preis.",0
"@DJanecek @Alice_Weidel Nein, denn Muslime sind keine Rasse, sondern Anhänger einer bekloppten Religion.",1
"@Nepomuk__Kaiser Löblich &amp; redlich, Herr Kaiser! /fxn",0
@m0rpheouz @Hausfrau4ever Das ist so nicht richtig. Bei Schleimpilzen gibt es mehrere Geschlechter. Bis zu 13.,0
"mit #Islam Verbände umzugehen ist ganz einfach, rausschmeißen @aktuelleStunde #WDR",1
@Jost2018 @DirkHafermann wo ist den Ober-Bastard Voßkuhle?,1
die #SPD ohne Rückgrat verkauft sich jetzt doch noch wie zu erwarten gewesen ist. Sie wird demnächst mit der Fünf-Prozent-Hürde kämpfen,1
@umbilicussuevia @LarsWinter_ |LBR| Genau die Lügenpresse betreibt Volksverdummung .,1
"Übrigens: Die Frage ""Warum trägst Du eigentlich ein Kopftuch?"" ist vollkommen berechtigt.",0
"Guten Morgen, liebe heterosexuelle Untertanen 🎆",1
@MiataMuc Ist der Typ eigentlich diesmal bei Dir angekommen?,0
@JoeyGerlach Der hat die hunderte Tausend Illegalen Untergetauchten im Lande vergessen.,0
Er: Mist. Hab kein Katzenstreu mehr. Das stinkt nachher wie Sau. |LBR| Ich: Komische Katze.,0
wenn der #Bundespräsident mit seinem dummen Geschwätz auf die #SPD zielt sollte er bedenken dass 80% der deutschen die SPD nicht wollen,1
@montagsdemoGIDA |LBR| Hoffentlich verhindert Putin da einen Krieg?,0
@_Karnassos_ @AlternativeNds Es gibt nur eine bürgerlich patriotische Kraft. Und jede Abspaltung wird scheitern.,0
@buzzaldrinsblog @TiniDo Insbesondere bei Lesben. Deren Beziehungen sind am Gewalttätigsten. Gehört aber bestimmt auch zum Plan das Patriarchats...,1
@Tom174_ @mountainman1977 @allesevolution *Auf die Schulter klopf *,0
"Generalstreick ,um politische Ziele zu verfolgen!!! Legt die Arbeit nieder --- |LBR| Und bringt die Gesammte Wirtschaft zum erliegen !!! wenn nicht heute ,wann dann!!!!",0
@BuettnerSDL @Zarah_Zylinder Von Schwesig kann unser Land nicht viel gutes erwarten,1
hat Tarek Leitner wieder die SPÖ gewählt? #nrw17 #orf,0
"Habe von ner Frau mal erwartet, dass sie mich im Austausch gegen Geld bedient. Und das nur, weil ich in einem Restaurant saß. |LBR| #ichwars",0
"@herrurbach Ich kann nicht begreifen, wie man diesen erschütternden Text lesen und hinterher sagen kann: „Aber der Anwalt.“",0
Yvonne #Willicks ist immer überzeugt wenn es ums Fressen geht #Servicezeit #WDR,1
"@loki777 @LSVDHamburg @LSVD_SH @LSVDSaar @LSVDKoeln @LSVDNdsHB @LSVD_RLP Vielleicht ist es aber auch naiv zu glauben, dass von der #AfD keine Gefahr ausgeht.",0
"Das Problem ist ja nicht, dass die #Bahn ihre Züge nicht mehr fahren lässt. Im Gegenteil. Die Sicherheit gebietet es. Die derzeitige Lage war allerdings vorangekündigt. Demnach hätte man darüber viel früher informieren können, damit sich die Bürger darauf einstellen können. /TN",0
@Golzheimer @schneeridara Weiblichkeit und Kreativität sind halt keine Verbündeten.,1
@Durch_LAUCH_t Ich verstehe seinen Tweet offenbar anders. Nämlich als Aufruf zu neuen Gesetzen.,0
"Maria ist derjenige Mensch, der wie kein anderer ihren Sohn kennt, Sie ist berufen, Mutter der Menschen zu sein. |LBR| Thérèse von Lisieux",0
Ich lade alle PDS Mitglieder ein!Lasst uns Diskutieren.,0
@JoeyGerlach @Joemino Beschreibt den Zustand unseres Landes |LBR| Sehr treffend.Schlimmer geht nimmer!!!,0
"Psst, ich verrate Euch ein Geheimnis aus der Frauenwelt. Frauen wollen nicht wie Männer behandelt werden. Sie wollen besser behandelt werden",1
@DokiliGo Teilst du eigentlich Rawls Ideen?,0
"Linke und AfD Seit' an Seit', beobachtet @HugoMuellerVogg",0
statt diesen kriminellen #Ausländer noch im Fernsehen zu zeigen sollte man ihn lieber rausschmeißen @aktuelleStunde #WDR,1
Die #AfD ist eine Melange aus Halbwahrheiten und Hysterie. #NoAfD,0
"@Mama_arbeitet @annika_schach @herr_unbekannnt Frauen sind nicht benachteiligt. Sie persönlich sind ja auch in der Politik. Nur weil Frau mal für etwas arbeiten muss, ist das keine Benachteiligung.",1
"""@Thora_Rhodan: @WHetzler @gerrie352 Einsperren in eine Anstalt....."" |LBR| NEIN-WEGEN HOCHVERRAT SOFORT ANKLAGEN!",0
@mj123451 Im Nationalsozialismus diente Pimpf ab 1933 als Dienstgrad für 10- bis 14-jährige Mitglieder des Deutschen Jungvolks. Nach bestandener „Pimpfenprobe“ durften sie auch den Schulterriemen und das HJ-Fahrtenmesser tragen.,0
"tut mir leid aber diese, in meinen Augen, strunzdumme Frau #Schwesig von der #SPD schaue ich mir nicht länger an bei #MaybritIllner und tschüss",1
@obskurOlaph Die FDP hat es doch richtig gemacht. Sondiert und die Idiotie erkannt. Und daraufhin die Sondierung abgebrochen.,0
"In Erinnerung: Heute vor 76. Jahren wurde in #Deutschland die ""Polizeiverordnung über die Kennzeichnung der Juden"" erlassen. #Antisemitismus",0
Zur Info: Es ist genug Ehe für alle da! #ehefüralle #StraightAllies,0
@aimanMazyek Geh zurück zu Erdogan in die Türkei !!!!,1
"#Özdemir von den #Grünen redet von Patriotismus, geh nach Hause #Türke",1
"Wenn Grüne bereits im Mittelalter existiert hätten, dann hätten sie den Pestfloh zu einer geschützten Tierart erklärt.",0
"@houelle_beck @rspctfl @ThomasMichael71 @Innenwelttramp @ergroovt @ksemann2 @DrKassandraPari Es ist auch nicht gerade emanzipiert, einen barbarischen Wüstenkrieger zu verehren, der ein 9jähriges Mädchen gevögelt hat.",1
"@rspctfl @ergroovt @houelle_beck @ThomasMichael71 @Innenwelttramp @ksemann2 @DrKassandraPari Doch, man kann erwarten, dass jemand im Staatsdienst auf Propagierung einer Religion verzichtet.",0
"@XYEinzelfall Neger eben nur schwanzgesteurt. War immer so und wird immer so bleiben,für diese primitive Rasse!",1
@neythomas @LyllithB Welche Antwort erwartest Du von einer Islamistin?,1
"@Karl_Lauterbach Euer Weg wird kein leichter sein,aber dieser Weg ist richtig!",0
"@SvenStrasen @uncleheri @mvphone @Karl_Lauterbach Der Steinmeier und sein Drecksministerium hätte meine kleine Tochter lieber im Dreck verrecken lassen, als Art. 6 GG zu beachten",1
@hypervizual @JensMaierAfD Das Herumopfern kennen wir ja schon von den Rechten.,0
@Frodilon Nein - das is ein schnödes Rechtschreibproblem ;),0
"Nur zu Hause darf ich also das längere Überlebensmesser aufbewahren. |LBR| Scheiß Liberalismus, der mich dermaßen ankotzt.",1
@weidenkatzl |LBR| Ich stehe auch lieber voll hinter NPD leider zu wenig Echo in der Bevölkerung- |LBR| AfD zu sehr für Mittelschicht und Juden.,1
"Frau Merkel und Konsorten! |LBR| Ihr seid die Sklaven der Ostküste.Jetzt lacht ihr,doch der Wind wird sich drehen,und dann gnade euch gott!",1
"@heinemo Oh, hoffe ganz weit weg, Jamaika??😂",0
Bätschi Bätschi SPD ----sind wir im Kimdergarten!!! Frau Nahles???,0
"Es muss ""dafür Sorge getragen werden, dass die christlichen #Flüchtlinge sich inmitten unserer Kirche willkommen fühlen.""",0
"@rls_history ... sechs Forscher sind in der Kommission, unsere Forscherin ist für DDR dabei, die anderen für NS-Zeit und Kontinuitäten danach. Logisch!",0
"@xbimmix @freies_wort |LBR| Solls die freiwilligen Asylantenhelfer-Dummköpfe treffen, damit sie wach werden.",1
"Bedford-Strohm: ""Reformationsjubiläum zum ersten Mal in der Geschichte in ökumenisch geschwisterlichem Geist gefeiert. Das, liebe Schwestern und Brüder, gehört für mich zu den geistvollen Wundern des vergangenen Jahres, wofür ich von Herzen dankbar bin!"" #ekdsynode",0
"@ScottiRacer Habe ich noch nie erlebt, dass Männerfreundschaften verpönt sind.",0
"@Claudia_Mertes @TobiasM_28 @Tom174_ @Die_Gruenen Ich habe eine Vorstellungskraft. Und ich hatte Urgroßeltern, die ihre Kinder auf der Flucht vor den Russen nicht in den Ostgebieten zurückgelassen haben.",0
"@flyingtomoon @mortimer_niels @deinTherapeut Es is keine Wissenschaft. Wissenschaft falsifiziert und ist ergebnisoffen. Gender Studies sind pure Ideologie, die außer Behauptungen nichts vorweisen können.",1
"@Gelamab Auf die Rede wird aber kaum eingegangen. Wo ist die inhaltliche Auseinandersetzung. |LBR| Gibt es diese nur, wenn es negatives zu berichten gibt?",0
@knebel68 @Jim_Beau_27 |LBR| Bei Asylanten wird Rechtsbeugung zur Regel und Schlafmichel läst sich alles bieten,1
"@NoHateSpeechDE @Arnd_Diringer Es ist offensichtlich, dass Euer Ziel allein darin besteht, Euch politisch nicht genehme Meinungen zu verbieten.",0
@MiataMuc Hier steht sowas aber nichts rum. Berlin ist arm,0
@Beatrix_vStorch Nicht das ich wüsste. Drum dämonisch!,0
"""Im Jahr 2017 sahen sich bisher mehr als 2 Millionen Menschen zur Flucht aus ihren Ländern gezwungen."" - @RefugeesChief",0
"Sie wählten die #AfD und werden wieder das bekommen, was sie eigentlich verhindern wollten - eine #GroKo. #NoAfD",0
#Fakt: Nur 15% der #Flüchtlinge sind im industrialisierten Teil der Welt.,0
Endspurt in #Niedersachsen. Soziale Gerechtigkeit ist wählbar! #Linke,0
@DarkCerax |LBR| Genau. Tod dem Löwenmörder wünsche ich. Und Abschaffung der Hobbyjäger.,1
"Ich habe an Euch geglaubt,ich habe an die Freiheit geglaubt.Apfel hat alles zerstört.",0
#Fakt: Seit 2006 hat sich die Zahl der #Menschen auf der #Flucht weltweit auf über 65 Mio. verdoppelt.,0
@VeroniqueBantau @Swingtanz Das Mittelalter war doch voll mit Bullshit.,0
@Innenwelttramp @rspctfl @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Sie hat freiwillig den Islam angenommen und ignoriert dessen barbarische Grundlagen und Ethik.,1
"Steht auf,habt Mut und kämpft! |LBR| Für die Freiheit Europas,für die Freiheit Deutschlands!",0
"@hugresch @saltomentale Ich finde es befremdlich, wenn man es nicht schafft, auf anderen Wegen dem eigenen Leben einen Sinn zu geben.",0
"@Piratenlily @neythomas @stefanolix @bombasstard @AlDavoodi @Tom174_ @Claudia_Mertes Fein. Damit kann ich leben. Womit ich nicht leben kann ist, dass immer mehr Menschen zur Dummschwätzerei auf Kosten der Allgemeinheit ausgebildet werden. Vorzugsweise Frauen (natürlich).",1
"Derjenige der die Ansprache für Merkel geschrieben hat ,ist genau so ein Volksverräter wie sie selbst!!!!",1
"@nopgy Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.",1
"@JotDora Ganz ehrlich, manchmal wünschte ich mir, dass ich meine Freiheiten auch so genießen könnte wie Rana. |LBR| Rana zeigt einem, dass Freiheit nicht selbstverständlich ist. Und sie sieht es als Geschenk und neugewonnenes Leben an, hier in Deutschland sein zu dürfen. So schön!",0
"@alexbercht @GrueneBundestag @BriHasselmann Eine potenzielle große Koalition könnte es sich leisten, nicht alle Sachfragen von vorne herein unter Einigkeitszwang zu stellen - zumal, wenn sie noch gar nicht verabredet sind.",0
@ShakRiet Klar doch . Die Schlimmsten im Lande sind die Rechten.die Moslems aber die Bedaerungswürdigen denen um JEDEN Preis geholfen werden muß.💩💩💩💩,1
"#ekdsynode - Abschlusspressekonferenz in Bonn mit der Präses Irmgard Schwaetzer: ""Bei der Präsenz der Kirche in der Gesellschaft sollten wir die Erfahrungen aus dem Reformationsjubiläum nutzen.""",0
"@MiataMuc @Tom174_ Schlecht sehen, aber Auto fahren 🙄",0
#TagDerMenschenrechte |LBR| Bedingt durch d nicht aufgeklärten NSU-Morde hat d Vertrauen in die Gesellschaft in d Politik verloren gegangen ist.,0
@ratholomaeus @FrauMaja Na. Pass mal auf. Bis dahin sind die guten alten WLAN-Kabel in #Bayern wieder ganz in Mode 😎 /TN,0
@MiataMuc Wer ist einfacher? Thilo oder Dalek?,0
"@S97145759 @MartinSchulz Abgefuckte Hühnerscheisse. Was soll sich denn drehen, wenn man diese abgefuckte SPD wählt ? Vielleicht der Schulz im Vollsuff....",1
Ein Bundestagsabgeordneter wird ab 2018 9.542 Euro pro Monat bekommen. |LBR| Und das schöne ist: Er kann sich dieses Gehalt selbst ausstellen. Seinen Arbeitgeber (das Volk) braucht er dafür nicht um Erlaubnis bitten.,0
